SECTOR,WEIGHT
COMMUNICATION SERVICES,0.119039639596
CONSUMER DISCRETIONARY,0.078693209515
CONSUMER STAPLES,0.046354522115
FINANCIALS,0.226202227747
HEALTH CARE,0.120134420396
INDUSTRIALS,0.164834584511
REAL ESTATE,0.087326541224
TECHNOLOGY,0.157414854896
