SECTOR,WEIGHT
COMMUNICATION SERVICES,0.128019479798
CONSUMER DISCRETIONARY,0.180176013024
CONSUMER STAPLES,0.01921822262
FINANCIALS,0.064411192602
HEALTH CARE,0.069792173743
INDUSTRIALS,0.054174401154
MATERIALS,0.02921767725
TECHNOLOGY,0.454990839809
