SECTOR,WEIGHT
COMMUNICATION SERVICES,0.117622718963
CONSUMER DISCRETIONARY,0.14914111921
CONSUMER STAPLES,0.04057942894
ENERGY,0.057530285249
FINANCIALS,0.126184643006
HEALTH CARE,0.12441381503
INDUSTRIALS,0.119516277591
MATERIALS,0.009003754389
REAL ESTATE,0.016056675846
TECHNOLOGY,0.217061430782
UTILITIES,0.022889850993
