SECTOR,WEIGHT
COMMUNICATION SERVICES,0.119130293656
CONSUMER DISCRETIONARY,0.120197239765
CONSUMER STAPLES,0.030773130189
ENERGY,0.009370091046
FINANCIALS,0.113130349758
HEALTH CARE,0.107711465713
INDUSTRIALS,0.098630902767
MATERIALS,0.019319238291
REAL ESTATE,0.023392668227
TECHNOLOGY,0.346294641426
UTILITIES,0.012049979162
