SECTOR,WEIGHT
COMMUNICATION SERVICES,0.103309235679
CONSUMER DISCRETIONARY,0.099825092829
CONSUMER STAPLES,0.05203513344
ENERGY,0.039351613416
FINANCIALS,0.124758115083
HEALTH CARE,0.093271824145
INDUSTRIALS,0.090383705732
MATERIALS,0.020568843323
REAL ESTATE,0.018823771775
TECHNOLOGY,0.332751642817
UTILITIES,0.024921021762
