SECTOR,WEIGHT
COMMUNICATION SERVICES,0.111148570345
CONSUMER DISCRETIONARY,0.043732986568
ENERGY,0.056236009227
FINANCIALS,0.261900246729
HEALTH CARE,0.120962555148
INDUSTRIALS,0.163069075162
MATERIALS,0.021265473256
REAL ESTATE,0.02401371008
TECHNOLOGY,0.197671373486
