SECTOR,WEIGHT
COMMUNICATION SERVICES,0.190440270397
CONSUMER DISCRETIONARY,0.059613802828
CONSUMER STAPLES,0.034660385778
FINANCIALS,0.091166459468
HEALTH CARE,0.089925559721
INDUSTRIALS,0.188238754242
TECHNOLOGY,0.345954767566
