SECTOR,WEIGHT
COMMUNICATION SERVICES,0.05383264295
CONSUMER DISCRETIONARY,0.150975674139
CONSUMER STAPLES,0.049073058804
ENERGY,0.044210932424
FINANCIALS,0.215898107537
HEALTH CARE,0.191229085445
INDUSTRIALS,0.134991268681
MATERIALS,0.043318510396
REAL ESTATE,0.00589567089
TECHNOLOGY,0.107815545809
UTILITIES,0.002759502924
