SECTOR,WEIGHT
COMMUNICATION SERVICES,0.100645991455
CONSUMER DISCRETIONARY,0.106503480368
CONSUMER STAPLES,0.045230250867
ENERGY,0.028818603964
FINANCIALS,0.135837343859
HEALTH CARE,0.098336003614
INDUSTRIALS,0.094504923884
MATERIALS,0.021230052693
REAL ESTATE,0.019939823429
TECHNOLOGY,0.327482620323
UTILITIES,0.021470905544
