SECTOR,WEIGHT
COMMUNICATION SERVICES,0.025525593257
CONSUMER DISCRETIONARY,0.10106486953
CONSUMER STAPLES,0.119510378543
ENERGY,0.031014838806
FINANCIALS,0.215789700547
HEALTH CARE,0.144788374347
INDUSTRIALS,0.056744925505
MATERIALS,0.0228511398
REAL ESTATE,0.088265985824
TECHNOLOGY,0.079722370079
UTILITIES,0.114721823761
