SECTOR,WEIGHT
COMMUNICATION SERVICES,0.092169410121
CONSUMER DISCRETIONARY,0.104671568608
CONSUMER STAPLES,0.041249191822
ENERGY,0.009168048768
FINANCIALS,0.139342896268
HEALTH CARE,0.108215503359
INDUSTRIALS,0.079677291109
MATERIALS,0.010864720079
REAL ESTATE,0.013140669111
TECHNOLOGY,0.385547974636
UTILITIES,0.015952726119
