SECTOR,WEIGHT
CONSUMER DISCRETIONARY,0.093291844533
CONSUMER STAPLES,0.174215989576
ENERGY,0.251096175676
FINANCIALS,0.189209714295
HEALTH CARE,0.085274873295
MATERIALS,0.017003213583
REAL ESTATE,0.07913648936
TECHNOLOGY,0.0477371017
UTILITIES,0.063034597982
