SECTOR,WEIGHT
COMMUNICATION SERVICES,0.035640385755
CONSUMER DISCRETIONARY,0.106548393565
CONSUMER STAPLES,0.045204985149
ENERGY,0.069085881884
FINANCIALS,0.133312519516
HEALTH CARE,0.088808410874
INDUSTRIALS,0.192657409523
MATERIALS,0.055973752639
REAL ESTATE,0.066513213737
TECHNOLOGY,0.141572485903
UTILITIES,0.064682561455
