SECTOR,WEIGHT
COMMUNICATION SERVICES,0.130709809979
CONSUMER DISCRETIONARY,0.177037823466
CONSUMER STAPLES,0.024902494189
ENERGY,0.031886748806
FINANCIALS,0.094904645832
HEALTH CARE,0.174682127521
INDUSTRIALS,0.049285765515
REAL ESTATE,0.04114386615
TECHNOLOGY,0.275446718542
