SECTOR,WEIGHT
COMMUNICATION SERVICES,0.124776571459
CONSUMER DISCRETIONARY,0.104933762197
CONSUMER STAPLES,0.041371928218
FINANCIALS,0.110476171341
HEALTH CARE,0.12799190999
INDUSTRIALS,0.043214249511
MATERIALS,0.016412899016
REAL ESTATE,0.028120983911
TECHNOLOGY,0.390712533735
UTILITIES,0.011988990622
